10009,1296.6,932.954,1319.8908999999999,957.3860999999999,pl40
10020,1424.0,877.333,1501.3333,963.9997,p26
10020,1425.33,970.667,1501.3333,1056.0,p27
10098,1673.27,942.574,1713.0682,982.1781,p5
10101,1796.04,1047.72,1826.901,1075.2529,ip
10106,52.2388,856.219,79.602,894.5274000000001,pl30
10106,82.0896,860.199,110.9453,896.0199,pn
1011,1330.0,841.0,1367.0,873.0,w30
1011,1329.0,873.0,1362.0,908.0,p11
1011,1327.0,909.0,1360.0,941.0,pn
10122,1802.0,913.0,1826.0,942.0,p11
10123,1077.33,957.333,1128.0,1009.3333,p11
10123,1080.0,1000.0,1126.6667,1045.3333,pl5
10132,893.333,810.667,912.0,829.3333,wo
10132,926.667,810.667,946.6667,828.0,io
10132,962.667,810.667,982.6667,829.3333,wo
10132,893.333,841.333,912.0,862.6667,po
10132,928.0,842.667,946.6667,862.6667,po
10132,961.333,842.667,982.6667,862.6667,po
10139,238.0,693.0,393.0,895.0,i4
10139,223.333,502.0,409.44399999999996,692.0,pl70
10141,499.206,655.556,530.1587000000001,739.6825,pl80
10141,533.333,675.397,560.3167,757.9372000000001,pn
10150,1838.0,779.0,1882.0,832.0,pl50
10150,1988.0,803.0,2024.0,848.0,ph4
10150,683.0,694.0,737.0,746.0,pl100
10150,793.0,687.0,846.0,743.0,il80
10150,927.0,680.0,981.0,733.0,pl100
10150,1040.0,679.0,1098.0,735.0,il70
10150,1168.0,680.0,1221.0,733.0,pl80
10150,1280.0,684.0,1331.0,738.0,il60
10169,719.0,891.0,748.0,919.0,pne
10169,882.0,890.0,909.0,918.0,i4
10169,1306.0,874.0,1329.0,903.0,pl70
10169,1333.0,874.0,1357.0,905.0,pl50
10169,1358.0,876.0,1384.0,910.0,pn
10169,1406.0,879.0,1427.0,910.0,pl40
10169,1431.0,880.0,1451.0,909.0,io
10169,1454.0,884.0,1477.0,912.0,i2
10169,1640.0,960.0,1655.0,976.0,po
10172,1286.67,838.667,1356.0,904.0,pg
10172,1252.0,850.667,1270.6667,869.3333,pl40
10239,990.789,873.684,1038.1579,922.3684,p17
10239,967.105,927.632,1013.1579,973.6841999999999,p12
10239,1019.74,925.0,1067.1053,972.3685,p22
10246,1502.0,775.0,1588.0,877.0,pl60
10246,1694.0,853.0,1796.0,946.0,w30
10247,1753.17,784.127,1795.2381,833.3333,pl80
10247,1798.41,791.27,1839.6817,841.2698,pn
10251,1245.33,870.667,1290.6667,912.0,pl40
10254,317.647,978.947,353.9474,1030.2632,pm30
10274,136.508,1022.22,161.1114,1056.3492,pl30
10283,1392.11,1056.58,1423.6842,1089.4737,pl40
10283,1427.63,1057.9,1459.2105000000001,1093.4237,pn
10283,1463.16,1055.26,1494.7368000000001,1090.7895,p11
10283,1986.84,1165.79,2040.7894999999999,1239.4737,i4
10286,546.667,556.0,633.3333,634.6667,pl120
10286,650.667,545.333,736.0,624.0,il110
10286,854.667,529.333,945.3333,609.3333,pl120
10286,966.667,522.667,1057.3339,604.0003,il90
10286,1181.33,521.333,1271.9967,601.3335999999999,pl120
10286,1290.67,524.0,1378.6667,605.3333,il60
10313,1534.67,842.667,1578.6667,889.3333,pl120
10313,1534.67,893.333,1580.0,941.3333,pl100
10313,1537.33,945.333,1580.0,994.6667,pl100
10313,1582.67,841.333,1626.6667,888.0009,il60
10313,1582.67,897.333,1626.6667,942.6667,il60
10313,1586.67,946.667,1626.6667,992.0,il60
10329,1655.45,876.238,1682.1782,903.9608000000001,pn
10345,565.333,730.667,622.6667,789.3333,pl30
10345,633.333,874.667,701.3333,944.0003,p10
10356,138.0,676.0,209.0,765.0,pl120
10356,278.0,649.0,359.0,745.0,il110
10356,448.0,616.0,545.0,717.0,pl120
10356,633.0,593.0,738.0,699.0,il90
10356,837.0,575.0,950.0,681.0,pl100
10356,1045.0,569.0,1160.0,677.0,il80
10356,1255.0,569.0,1367.0,674.0,pl100
10356,1458.0,583.0,1558.0,683.0,il60
10397,1309.9,999.01,1339.4737,1030.2632,w57
10402,1179.0,906.0,1204.0,930.0,ip
10402,1313.0,647.0,1398.0,724.0,w55
10402,1626.0,809.0,1719.0,901.0,p11
10418,843.421,868.421,889.4744000000001,917.1049,pl60
10418,906.579,868.421,952.6321999999999,917.105,ph4.5
10463,732.451,1212.58,758.2786,1241.7219,pl50
10480,1774.26,908.911,1805.9406,951.4851,p26
10480,1599.01,976.238,1634.6535,1014.8515000000001,po
10480,1775.25,972.277,1808.9109,1015.8416000000001,po
10489,1060.32,850.794,1098.4126999999999,884.9206,w13
10489,1098.41,843.651,1133.3333,881.746,pl20
1053,915.0,951.0,958.0,992.0,w59
10561,1566.0,682.0,1612.0,728.0,p11
10561,1566.0,810.0,1614.0,861.0,pl60
10561,1570.0,866.0,1615.0,916.0,pn
10561,1572.0,939.0,1615.0,984.0,io
10561,1573.0,991.0,1616.0,1038.0,io
10562,15.0794,942.857,29.365099999999998,962.6984,pne
10562,224.603,932.54,242.8571,955.5555999999999,i2
10567,1386.67,590.667,1454.6667,652.0,pl80
10577,1331.68,923.762,1354.4554,943.5644,pl60
10577,1355.45,920.792,1377.2277000000001,943.5644,pn
10583,1592.42,886.454,1616.3315,911.9522,pl80
10583,1618.33,887.649,1640.2427,912.7496,pn
10606,93.0,984.0,128.0,1032.0,i5
10608,1313.6,669.001,1393.4364999999998,742.7877,w57
10608,1230.65,669.6,1312.1378,739.2,w13
10608,1142.07,947.524,1158.2791,964.7985,ip
1063,1156.0,620.0,1240.0,698.0,i4
10654,356.0,856.0,377.0,871.0,w63
10654,461.0,904.0,479.0,924.0,po
10654,460.0,925.0,480.0,946.0,pl80
10654,462.0,950.0,480.0,971.0,pn
1068,936.0,756.0,996.0,810.667,pl50
1069,1244.32,1291.48,1273.8636,1327.2754,pl60
1069,1277.84,1295.45,1307.3863999999999,1326.1355,pn
10720,1569.6,1014.4,1627.1999999999998,1081.6,i5
10720,88.8,939.2,103.2,955.2,i2
10720,44.8,967.2,55.199999999999996,984.8000000000001,i4
10748,466.4,932.8,520.0,1005.5999999999999,po
10763,1097.37,936.842,1134.2105,975.0,pl60
10763,1097.37,985.526,1134.2121,1023.6841999999999,pn
10771,583.168,985.149,602.9703,1010.8911,pl5
10771,582.178,1009.9,600.9903,1038.6139,p11
10787,1491.0,912.0,1592.0,1015.0,pl100
10822,348.0,966.0,444.0,1062.0,p5
10823,1564.0,849.333,1600.0,890.6667,po
10823,1614.67,844.0,1652.0,885.3333,pl50
10823,781.333,965.333,842.6667,1028.0,i5
10823,468.0,750.667,525.3336,817.3336,pne
10828,1198.04,992.157,1235.2941,1035.2941,w57
10828,1703.92,727.451,1872.544,896.078,w55
10839,382.178,810.891,408.91089999999997,867.3267,pl50
10839,410.891,819.802,433.6634,875.2475000000001,po
10839,435.644,828.713,457.4257,883.1682999999999,p11
10855,991.478,1378.98,1011.9322,1400.0,pn
10862,1589.0,862.0,1636.0,912.0,p16
10862,1593.0,937.0,1640.0,987.0,i2
10862,1380.0,939.0,1424.0,982.0,i4
10864,1684.66,1253.41,1753.98,1309.6591,w32
10873,1376.99,892.638,1425.7636,938.6503,p10
10878,509.333,692.0,584.0,769.3333,ph4.5
10878,629.333,685.333,682.6667,737.3333,pl100
10878,750.667,680.0,806.6667,737.3333,il80
10878,888.0,677.333,944.0,734.6667,pl100
10878,1014.67,681.333,1072.0,734.6667,il80
10878,1148.0,685.333,1202.6667,740.0,pl80
10878,1272.0,694.667,1326.6667,749.3333,il60
10878,1461.33,677.333,1509.3333,726.6667,pb
10878,1894.67,788.0,1937.3333,846.6667,ph4
10880,1079.0,836.0,1119.0,875.0,pl40
10880,1122.0,837.0,1161.0,874.0,pn
10880,1375.0,979.0,1413.0,1013.0,io
10880,466.0,776.0,516.0,828.0,pne
10880,787.0,753.0,844.0,810.0,i4
10881,771.591,859.091,788.6364,879.5455000000001,pl20
10887,253.333,354.667,370.66700000000003,502.667,pl60
10917,109.0,647.0,164.0,733.0,i4
10917,103.0,839.0,132.0,883.0,pl70
10917,136.0,844.0,162.0,888.0,pl50
10917,163.0,849.0,193.0,893.0,pn
10917,215.0,861.0,241.0,900.0,pl40
10917,244.0,865.0,269.0,905.0,io
10917,268.0,871.0,291.0,908.0,i2
10917,195.0,988.0,212.0,1019.0,p10
10917,1734.0,934.0,1748.0,953.0,pne
10917,1762.0,936.0,1777.0,953.0,i4
10926,1126.37,991.542,1137.8084999999999,1002.9851,pn
10926,1172.14,982.089,1190.0498,999.5020000000001,pl80
1094,1195.05,991.089,1217.8218,1022.7723000000001,pne
10954,1250.0,717.0,1299.0,761.0,pb
10954,689.0,746.0,738.0,797.0,pl110
10954,780.0,742.0,825.0,789.0,il100
10954,885.0,727.0,919.0,787.0,ph5
10972,1377.61,959.204,1408.9502,994.5274,pl30
10972,1375.12,1007.46,1410.9452999999999,1040.7935,pn
10982,1177.33,826.667,1222.6667,872.0,pl60
10983,712.8,425.6,804.8,503.20000000000005,p26
10983,824.8,416.8,922.4,496.0,p3
10983,713.6,516.8,807.2,600.8,pl120
10983,829.6,507.2,927.2,589.6,il100
10983,1000.8,503.2,1096.8,588.0,pl100
10983,1121.6,501.6,1218.3999999999999,588.8000000000001,il80
10983,1287.2,510.4,1379.2,593.6,pl80
10983,1400.8,516.8,1492.0,598.4,il60
10983,1618.4,534.4,1699.2,615.1999999999999,pne
